r,completed_steps,s,u,t,kl_to_path,kl_to_target,mean,var,target_var,radius_m,eta,n_steps
10.0,37500.0,3.75,0.375,0.375,0.0047665005549788475,1.1310365200042725,-0.003384031355381012,1.2046464681625366,1.3149052597050037,0.5611642003059387,0.0001,100000.0
10.0,40625.0,4.0625,0.40625,0.40625,0.00589410588145256,1.0867493152618408,-0.005941371433436871,1.2675385475158691,1.411617382715633,0.6415741443634033,0.0001,100000.0
10.0,43750.0,4.375,0.4375,0.4375,0.007877995260059834,1.0359406471252441,-0.00708245811983943,1.3423584699630737,1.5307770500831452,0.7285444736480713,0.0001,100000.0
10.0,46875.0,4.6875,0.46875,0.46875,0.009517977014183998,0.9668598175048828,-0.006605401635169983,1.444960594177246,1.675204859605433,0.8217085003852844,0.0001,100000.0
10.0,50000.0,5.0,0.5,0.5,0.012258032336831093,0.9010141491889954,-0.0012010085629299283,1.552118182182312,1.8473517074271655,0.920517086982727,0.0001,100000.0
10.0,53125.0,5.3125,0.53125,0.53125,0.01583949662744999,0.8297747373580933,-0.0031261525582522154,1.6790691614151,2.0490507627116727,1.0242317914962769,0.0001,100000.0
10.0,56250.0,5.625,0.5625,0.5625,0.018944453448057175,0.7460424900054932,-0.0027055784594267607,1.8429018259048462,2.281250937369819,1.1319235563278198,0.0001,100000.0
10.0,59375.0,5.9375,0.59375,0.59375,0.022849610075354576,0.6606460809707642,-0.0029395415913313627,2.0193653106689453,2.5437495392762344,1.2424771785736084,0.0001,100000.0
10.0,62500.0,6.25,0.625,0.625,0.02760547399520874,0.577206015586853,-0.0005164770409464836,2.2175612449645996,2.834948782940046,1.3546028137207031,0.0001,100000.0
10.0,65625.0,6.5625,0.65625,0.65625,0.03192123770713806,0.49191752076148987,-0.0009050645167008042,2.4451682567596436,3.151672128587961,1.46685791015625,0.0001,100000.0
10.0,68750.0,6.875,0.6875,0.6875,0.03549593687057495,0.4099203050136566,0.002580175409093499,2.693559169769287,3.4890459452435607,1.5776710510253906,0.0001,100000.0
10.0,71875.0,7.1875,0.71875,0.71875,0.03841949626803398,0.3335990011692047,0.0030140660237520933,2.9643747806549072,3.84049845084661,1.685377836227417,0.0001,100000.0
10.0,75000.0,7.5,0.75,0.75,0.04063959792256355,0.2639272212982178,0.0057661570608615875,3.250882863998413,4.197871208897652,1.7882592678070068,0.0001,100000.0
10.0,78125.0,7.8125,0.78125,0.78125,0.040781572461128235,0.20235739648342133,0.007067654747515917,3.5536746978759766,4.55166699912219,1.8845866918563843,0.0001,100000.0
10.0,81250.0,8.125,0.8125,0.8125,0.039369888603687286,0.14953213930130005,0.004981121513992548,3.859884262084961,4.891421123558544,1.9726685285568237,0.0001,100000.0
10.0,84375.0,8.4375,0.84375,0.84375,0.03611301630735397,0.10522987693548203,0.002685961779206991,4.198741912841797,5.2061917159686,2.0509002208709717,0.0001,100000.0
10.0,87500.0,8.75,0.875,0.875,0.032686278223991394,0.07249358296394348,0.0021559468004852533,4.508177280426025,5.485126311267095,2.117811679840088,0.0001,100000.0
10.0,90625.0,9.0625,0.90625,0.90625,0.026865722611546516,0.04644966870546341,0.0019366340711712837,4.801476955413818,5.718077738915838,2.1721136569976807,0.0001,100000.0
