r,completed_steps,s,u,t,kl_to_path,kl_to_target,mean,var,target_var,radius_m,eta,n_steps
200.0,875.0,43.75,0.21875,0.21875,0.007414494175463915,0.122199147939682,0.003913587890565395,1.037622094154358,1.0132989749520367,0.11532118171453476,0.05,4000.0
200.0,1000.0,50.0,0.25,0.25,0.007997512817382812,0.11914961785078049,0.00662807235494256,1.049890160560608,1.018604069565975,0.13639673590660095,0.05,4000.0
200.0,1125.0,56.25,0.28125,0.28125,0.00791119784116745,0.12372808158397675,0.002397465519607067,1.0313291549682617,1.0256745302181491,0.16023273766040802,0.05,4000.0
200.0,1250.0,62.5,0.3125,0.3125,0.009056555107235909,0.11555047333240509,-0.018021848052740097,1.0649815797805786,1.0349544081532918,0.18696098029613495,0.05,4000.0
200.0,1375.0,68.75,0.34375,0.34375,0.007611420936882496,0.11298464238643646,-0.004021237138658762,1.070648431777954,1.0469468022019994,0.2166721075773239,0.05,4000.0
200.0,1500.0,75.0,0.375,0.375,0.007366536185145378,0.11016881465911865,-0.00026781298220157623,1.0808547735214233,1.062203513871012,0.24940632283687592,0.05,4000.0
200.0,1625.0,81.25,0.40625,0.40625,0.008209782652556896,0.10445044934749603,0.0018890348728746176,1.1052335500717163,1.0813071354381103,0.28514406085014343,0.05,4000.0
200.0,1750.0,87.5,0.4375,0.4375,0.008119742386043072,0.0991910845041275,0.0073286397382617,1.1240696907043457,1.104844855832419,0.3237975537776947,0.05,4000.0
200.0,1875.0,93.75,0.46875,0.46875,0.008085384964942932,0.09182340651750565,0.0077142599038779736,1.1551614999771118,1.1333737921722866,0.36520376801490784,0.05,4000.0
200.0,2000.0,100.0,0.5,0.5,0.007799509447067976,0.08519209176301956,0.0023089637979865074,1.185656189918518,1.1673781204663136,0.4091187119483948,0.05,4000.0
200.0,2125.0,106.25,0.53125,0.53125,0.008431299589574337,0.07374300062656403,0.007608353625983,1.2434039115905762,1.207219915804572,0.45521414279937744,0.05,4000.0
200.0,2250.0,112.5,0.5625,0.5625,0.009075154550373554,0.06870515644550323,-0.0047443946823477745,1.273046851158142,1.25308661823955,0.5030771493911743,0.05,4000.0
200.0,2375.0,118.75,0.59375,0.59375,0.00953856110572815,0.05890769138932228,-0.006882505491375923,1.3334450721740723,1.3049381586548385,0.5522120594978333,0.05,4000.0
200.0,2500.0,125.0,0.625,0.625,0.008212883025407791,0.05062048137187958,0.005136092193424702,1.377276062965393,1.3624590427755017,0.6020457148551941,0.05,4000.0
200.0,2625.0,131.25,0.65625,0.65625,0.008273197337985039,0.0419413298368454,-0.003777486039325595,1.4419220685958862,1.4250216291240783,0.6519368290901184,0.05,4000.0
200.0,2750.0,137.5,0.6875,0.6875,0.00868808850646019,0.03629518300294876,0.01744360476732254,1.4934765100479126,1.4916633965913206,0.7011871337890625,0.05,4000.0
200.0,2875.0,143.75,0.71875,0.71875,0.009412113577127457,0.028018653392791748,-0.004589691758155823,1.5742197036743164,1.5610861137474785,0.7490568161010742,0.05,4000.0
200.0,3000.0,150.0,0.75,0.75,0.0091991126537323,0.0219370536506176,0.003480332437902689,1.6459406614303589,1.6316783055950168,0.7947819232940674,0.05,4000.0
200.0,3125.0,156.25,0.78125,0.78125,0.009049974381923676,0.01663140021264553,-0.010796340182423592,1.7196506261825562,1.7015638627727903,0.8375940918922424,0.05,4000.0
200.0,3250.0,162.5,0.8125,0.8125,0.00921133253723383,0.013866904191672802,0.002489146776497364,1.779515266418457,1.768675812331626,0.8767415881156921,0.05,4000.0
200.0,3375.0,168.75,0.84375,0.84375,0.009106761775910854,0.012038853019475937,0.012830645777285099,1.8281923532485962,1.830852745002776,0.911511242389679,0.05,4000.0
200.0,3500.0,175.0,0.875,0.875,0.00928480550646782,0.009954312816262245,0.007258882746100426,1.9107056856155396,1.8859509386361744,0.941249668598175,0.05,4000.0
200.0,3625.0,181.25,0.90625,0.90625,0.009477716870605946,0.010097413323819637,-0.004559211432933807,1.9247019290924072,1.9319659347582707,0.9653838276863098,0.05,4000.0
200.0,3750.0,187.5,0.9375,0.9375,0.00881350226700306,0.008790472522377968,-0.004566858056932688,1.9921244382858276,1.967153142956704,0.9834394454956055,0.05,4000.0
200.0,3875.0,193.75,0.96875,0.96875,0.01047663576900959,0.010495784692466259,0.005096668377518654,1.9875441789627075,1.9901368649370887,0.9950562119483948,0.05,4000.0
200.0,4000.0,200.0,1.0,1.0,0.010431516915559769,0.010431516915559769,0.004358716309070587,2.0352623462677,2.0,1.0,0.05,4000.0
300.0,0.0,0.0,0.0,0.0,0.00719988951459527,0.13120339810848236,-0.005492932163178921,1.0045541524887085,1.000867409211597,0.02945181168615818,0.05,6000.0
300.0,188.0,9.4,0.03133333333333333,0.03133333333333333,0.007493745535612106,0.1269661784172058,-0.0016723868902772665,1.019972562789917,1.0013358913576127,0.036549847573041916,0.05,6000.0
300.0,375.0,18.75,0.0625,0.0625,0.007733172737061977,0.12468475103378296,0.005167952738702297,1.0287790298461914,1.0020250752634843,0.0450008362531662,0.05,6000.0
300.0,562.0,28.1,0.09366666666666668,0.09366666666666668,0.00846024788916111,0.1274113953113556,0.005332553293555975,1.0254344940185547,1.003028638695001,0.05503306910395622,0.05,6000.0
300.0,750.0,37.5,0.125,0.125,0.008827648125588894,0.1268717646598816,-0.00147954560816288,1.024653434753418,1.004477933046477,0.06691735982894897,0.05,6000.0
300.0,938.0,46.900000000000006,0.15633333333333335,0.15633333333333335,0.008457271382212639,0.12483593076467514,0.0055526853539049625,1.0314363241195679,1.0065310188393966,0.08081471920013428,0.05,6000.0
300.0,1125.0,56.25,0.1875,0.1875,0.00800284929573536,0.127090722322464,-0.0012741336831822991,1.021349310874939,1.0093784967571953,0.09684263914823532,0.05,6000.0
300.0,1312.0,65.60000000000001,0.2186666666666667,0.2186666666666667,0.00758239533752203,0.12349472939968109,0.0032417341135442257,1.0344821214675903,1.0132868422418455,0.11526856571435928,0.05,6000.0
300.0,1500.0,75.0,0.25,0.25,0.007928131148219109,0.1226566880941391,0.0037470378447324038,1.0361278057098389,1.018604069565975,0.13639673590660095,0.05,6000.0
300.0,1688.0,84.4,0.2813333333333334,0.2813333333333334,0.008297986350953579,0.11687900871038437,0.003603775054216385,1.0590102672576904,1.0256961287000659,0.1603001207113266,0.05,6000.0
300.0,1875.0,93.75,0.3125,0.3125,0.00877424981445074,0.11592806875705719,-0.010511810891330242,1.063753366470337,1.0349544081532918,0.18696098029613495,0.05,6000.0
300.0,2062.0,103.10000000000001,0.3436666666666667,0.3436666666666667,0.007903693243861198,0.11424323916435242,0.0019389651715755463,1.0686981678009033,1.046910744928831,0.21658888459205627,0.05,6000.0
300.0,2250.0,112.5,0.375,0.375,0.007970258593559265,0.1078517958521843,0.0004205092554911971,1.0898464918136597,1.062203513871012,0.24940632283687592,0.05,6000.0
300.0,2438.0,121.9,0.4063333333333334,0.4063333333333334,0.008717890828847885,0.10496985912322998,0.007947082631289959,1.103722095489502,1.081363741668853,0.28524330258369446,0.05,6000.0
300.0,2625.0,131.25,0.4375,0.4375,0.008634034544229507,0.10257609188556671,-0.008775517344474792,1.1125690937042236,1.104844855832419,0.3237975537776947,0.05,6000.0
300.0,2812.0,140.6,0.4686666666666666,0.4686666666666666,0.008183062076568604,0.09127199649810791,0.0007077002665027976,1.1600133180618286,1.133290651980844,0.36508992314338684,0.05,6000.0
300.0,3000.0,150.0,0.5,0.5,0.009435235522687435,0.08424124121665955,-0.004445570055395365,1.2000433206558228,1.1673781204663136,0.4091187119483948,0.05,6000.0
300.0,3188.0,159.4,0.5313333333333333,0.5313333333333333,0.009254015982151031,0.07768964767456055,0.003824343904852867,1.2294925451278687,1.2073341881004334,0.455339640378952,0.05,6000.0
300.0,3375.0,168.75,0.5625,0.5625,0.008742271922528744,0.06954256445169449,-0.006257709115743637,1.270666241645813,1.25308661823955,0.5030771493911743,0.05,6000.0
300.0,3562.0,178.10000000000002,0.5936666666666668,0.5936666666666668,0.0088102538138628,0.059775061905384064,-0.0018835666123777628,1.3246707916259766,1.3047921020248765,0.5520797967910767,0.05,6000.0
300.0,3750.0,187.5,0.625,0.625,0.008890346623957157,0.048257388174533844,0.005987334530800581,1.400485873222351,1.3624590427755017,0.6020457148551941,0.05,6000.0
300.0,3938.0,196.9,0.6563333333333333,0.6563333333333333,0.008858299814164639,0.041767947375774384,0.0033591752871870995,1.4490082263946533,1.425194411407631,0.6520693302154541,0.05,6000.0
300.0,4125.0,206.25,0.6875,0.6875,0.009165208786725998,0.035687170922756195,0.0005197518039494753,1.5035710334777832,1.4916633965913206,0.7011871337890625,0.05,6000.0
300.0,4312.0,215.60000000000002,0.7186666666666668,0.7186666666666668,0.00912373699247837,0.028395213186740875,0.015668494626879692,1.5747981071472168,1.5608987001797097,0.7489317059516907,0.05,6000.0
300.0,4500.0,225.0,0.75,0.75,0.010121765546500683,0.02371147647500038,0.0024585702922195196,1.6421523094177246,1.6316783055950168,0.7947819232940674,0.05,6000.0
300.0,4688.0,234.4,0.7813333333333333,0.7813333333333333,0.009352175518870354,0.01717425510287285,0.0041572945192456245,1.7212039232254028,1.7017473972305233,0.8377036452293396,0.05,6000.0
300.0,4875.0,243.75,0.8125,0.8125,0.009273605421185493,0.014179409481585026,-0.0018324828706681728,1.784975528717041,1.768675812331626,0.8767415881156921,0.05,6000.0
300.0,5062.0,253.10000000000002,0.8436666666666668,0.8436666666666668,0.009362945333123207,0.011437419801950455,0.0005617699353024364,1.8595236539840698,1.8306954118919272,0.9114249348640442,0.05,6000.0
300.0,5250.0,262.5,0.875,0.875,0.009122814051806927,0.010111978277564049,0.004290908575057983,1.9026453495025635,1.8859509386361744,0.941249668598175,0.05,6000.0
300.0,5438.0,271.90000000000003,0.9063333333333334,0.9063333333333334,0.008949138224124908,0.009207254275679588,0.0026007331907749176,1.9544236660003662,1.9320749212804458,0.9654402732849121,0.05,6000.0
300.0,5625.0,281.25,0.9375,0.9375,0.009243147447705269,0.009221168234944344,-0.014108800329267979,1.994239330291748,1.967153142956704,0.9834394454956055,0.05,6000.0
300.0,5812.0,290.6,0.9686666666666668,0.9686666666666668,0.008432951755821705,0.008412051014602184,0.0013637370429933071,2.008641481399536,1.9900927388095262,0.9950340390205383,0.05,6000.0
300.0,6000.0,300.0,1.0,1.0,0.009652163833379745,0.009652163833379745,-0.0024811208713799715,2.011570692062378,2.0,1.0,0.05,6000.0
400.0,0.0,0.0,0.0,0.0,0.00719988951459527,0.13120339810848236,-0.005492932163178921,1.0045541524887085,1.000867409211597,0.02945181168615818,0.05,8000.0
400.0,250.0,12.5,0.03125,0.03125,0.009361540898680687,0.12228035926818848,-0.000672727357596159,1.0440315008163452,1.0013343820554674,0.03652919456362724,0.05,8000.0
400.0,500.0,25.0,0.0625,0.0625,0.008033383637666702,0.12634465098381042,-0.0049207196570932865,1.0221278667449951,1.0020250752634843,0.0450008362531662,0.05,8000.0
400.0,750.0,37.5,0.09375,0.09375,0.008597290143370628,0.12765134871006012,0.004570022691041231,1.0194443464279175,1.003031846375344,0.05506220459938049,0.05,8000.0
400.0,1000.0,50.0,0.125,0.125,0.007648785132914782,0.12810564041137695,0.0008340076310560107,1.0171879529953003,1.004477933046477,0.06691735982894897,0.05,8000.0
400.0,1250.0,62.5,0.15625,0.15625,0.008350265212357044,0.12595877051353455,0.00401488970965147,1.0262629985809326,1.0065245886136283,0.08077492564916611,0.05,8000.0
400.0,1500.0,75.0,0.1875,0.1875,0.00800754688680172,0.12500527501106262,0.005077979993075132,1.030072808265686,1.0093784967571953,0.09684263914823532,0.05,8000.0
400.0,1750.0,87.5,0.21875,0.21875,0.007862173020839691,0.12360748648643494,-0.0025998845230787992,1.0332380533218384,1.0132989749520367,0.11532118171453476,0.05,8000.0
400.0,2000.0,100.0,0.25,0.25,0.007199388928711414,0.118771493434906,-0.003460766514763236,1.0459493398666382,1.018604069565975,0.13639673590660095,0.05,8000.0
400.0,2250.0,112.5,0.28125,0.28125,0.007992442697286606,0.11888061463832855,0.004366403911262751,1.0485621690750122,1.0256745302181491,0.16023273766040802,0.05,8000.0
400.0,2500.0,125.0,0.3125,0.3125,0.00871103536337614,0.1190284788608551,0.006858833599835634,1.0538065433502197,1.0349544081532918,0.18696098029613495,0.05,8000.0
400.0,2750.0,137.5,0.34375,0.34375,0.008564617484807968,0.11286027729511261,-0.0045989626087248325,1.0764329433441162,1.0469468022019994,0.2166721075773239,0.05,8000.0
400.0,3000.0,150.0,0.375,0.375,0.008940977044403553,0.10679908841848373,-0.0008685122011229396,1.0952454805374146,1.062203513871012,0.24940632283687592,0.05,8000.0
400.0,3250.0,162.5,0.40625,0.40625,0.00781717337667942,0.10357636958360672,0.0011938746320083737,1.1051084995269775,1.0813071354381103,0.28514406085014343,0.05,8000.0
400.0,3500.0,175.0,0.4375,0.4375,0.008667802438139915,0.09826797246932983,0.010207228362560272,1.132844090461731,1.104844855832419,0.3237975537776947,0.05,8000.0
400.0,3750.0,187.5,0.46875,0.46875,0.00901866052299738,0.09634439647197723,0.0009043775498867035,1.143424153327942,1.1333737921722866,0.36520376801490784,0.05,8000.0
400.0,4000.0,200.0,0.5,0.5,0.009282901883125305,0.08763797581195831,-0.007015853188931942,1.1813764572143555,1.1673781204663136,0.4091187119483948,0.05,8000.0
400.0,4250.0,212.5,0.53125,0.53125,0.007829601876437664,0.07689324021339417,-0.005123155191540718,1.2258046865463257,1.207219915804572,0.45521414279937744,0.05,8000.0
400.0,4500.0,225.0,0.5625,0.5625,0.009066822938621044,0.06541924923658371,-0.0059615434147417545,1.293857216835022,1.25308661823955,0.5030771493911743,0.05,8000.0
400.0,4750.0,237.5,0.59375,0.59375,0.00864918902516365,0.061634186655282974,0.003726046998053789,1.312748908996582,1.3049381586548385,0.5522120594978333,0.05,8000.0
400.0,5000.0,250.0,0.625,0.625,0.01014002226293087,0.05345817282795906,-0.00237681670114398,1.376412272453308,1.3624590427755017,0.6020457148551941,0.05,8000.0
400.0,5250.0,262.5,0.65625,0.65625,0.008398143574595451,0.041513990610837936,-0.00011583976447582245,1.4481520652770996,1.4250216291240783,0.6519368290901184,0.05,8000.0
400.0,5500.0,275.0,0.6875,0.6875,0.009107405319809914,0.03402899578213692,-0.009863627143204212,1.5164387226104736,1.4916633965913206,0.7011871337890625,0.05,8000.0
400.0,5750.0,287.5,0.71875,0.71875,0.009134937077760696,0.0270472913980484,-0.009601623751223087,1.5851939916610718,1.5610861137474785,0.7490568161010742,0.05,8000.0
400.0,6000.0,300.0,0.75,0.75,0.010062172077596188,0.02151203528046608,-0.009617398492991924,1.666640043258667,1.6316783055950168,0.7947819232940674,0.05,8000.0
400.0,6250.0,312.5,0.78125,0.78125,0.008421305567026138,0.01684315875172615,-0.0018878949340432882,1.7145894765853882,1.7015638627727903,0.8375940918922424,0.05,8000.0
400.0,6500.0,325.0,0.8125,0.8125,0.008812153711915016,0.01344885490834713,0.0037812821101397276,1.7942719459533691,1.768675812331626,0.8767415881156921,0.05,8000.0
400.0,6750.0,337.5,0.84375,0.84375,0.009411979466676712,0.012213055044412613,-0.0018070647493004799,1.845670223236084,1.830852745002776,0.911511242389679,0.05,8000.0
400.0,7000.0,350.0,0.875,0.875,0.009427721612155437,0.009931656531989574,0.005616335663944483,1.9229103326797485,1.8859509386361744,0.941249668598175,0.05,8000.0
400.0,7250.0,362.5,0.90625,0.90625,0.009895303286612034,0.010450605303049088,-0.006535029970109463,1.9281532764434814,1.9319659347582707,0.9653838276863098,0.05,8000.0
400.0,7500.0,375.0,0.9375,0.9375,0.01004397589713335,0.010032422840595245,0.0025142256636172533,1.9946638345718384,1.967153142956704,0.9834394454956055,0.05,8000.0
400.0,7750.0,387.5,0.96875,0.96875,0.009954214096069336,0.009937341324985027,0.0005286564119160175,2.016463279724121,1.9901368649370887,0.9950562119483948,0.05,8000.0
400.0,8000.0,400.0,1.0,1.0,0.009423078037798405,0.009423078037798405,0.0020972113125026226,2.0330820083618164,2.0,1.0,0.05,8000.0
500.0,0.0,0.0,0.0,0.0,0.00719988951459527,0.13120339810848236,-0.005492932163178921,1.0045541524887085,1.000867409211597,0.02945181168615818,0.05,10000.0
500.0,312.0,15.600000000000001,0.031200000000000002,0.031200000000000002,0.008103723637759686,0.12663714587688446,-0.008009150624275208,1.023730993270874,1.0013334769924938,0.03651680424809456,0.05,10000.0
500.0,625.0,31.25,0.0625,0.0625,0.007730421610176563,0.1263306438922882,-0.0009598194737918675,1.0246552228927612,1.0020250752634843,0.0450008362531662,0.05,10000.0
500.0,938.0,46.900000000000006,0.09380000000000001,0.09380000000000001,0.007900652475655079,0.1238815039396286,0.00916222669184208,1.0320221185684204,1.003033771141871,0.05507967993617058,0.05,10000.0
